14,14,14,19,13,13,13,13,13,13,13,16,14,14,14,14
14,14,14,12,0,0,0,0,0,0,0,10,14,14,14,14
14,14,14,12,0,0,0,0,0,0,20,10,14,14,14,14
14,14,14,12,0,0,6,11,11,11,11,17,14,14,14,14
14,14,14,12,0,0,9,13,13,13,13,16,14,14,14,14
14,14,14,12,0,0,0,0,0,0,0,10,14,14,14,14
14,14,14,12,0,0,0,0,0,0,0,10,14,14,14,14
14,14,14,18,11,11,11,11,7,0,0,10,14,14,14,14
14,14,14,19,13,13,13,13,8,0,0,10,14,14,14,14
14,14,14,12,0,0,0,0,0,0,0,10,14,14,14,14
14,14,14,12,15,0,0,0,0,0,0,10,14,14,14,14
14,14,14,12,0,0,0,0,0,0,0,10,14,14,14,14
