14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,15,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,20,0,0,10,14,14,14,14,14
14,14,14,14,12,0,0,0,0,0,10,14,14,14,14,14
